sentences,label
"Some basic Git commands are:```git statusgit addgit commit```For more information, see ""Creating and highlighting code blocks",0
"""LinksYou can create an inline link by wrapping link text in brackets [ ], and then wrapping the URL in parentheses ( )",0
You can also use the keyboard shortcut command + k to create a link,0
This site was built using [GitHub Pages](https://pages,0
github,1
com/),0
Tip: GitHub automatically creates links when valid URLs are written in a comment,0
"For more information, see ""Autolinked references and URLS",0
"""Section linksYou can link directly to a section in a rendered file by hovering over the section heading to expose the link:Relative linksYou can define relative links and image paths in your rendered files to help readers navigate to other files in your repository",0
A relative link is a link that is relative to the current file,0
"For example, if you have a  README file in root of your repository, and you have another file in docs/CONTRIBUTING",0
"md, the relative link to CONTRIBUTING",0
md in your README might look like this:[Contribution guidelines for this project](docs/CONTRIBUTING,0
"md)GitHub will automatically transform your relative link or image path based on whatever branch you're currently on, so that the link or path always works",0
"You can use all relative link operands, such as",0
/ and,0
/,0
Relative links are easier for users who clone your repository,0
Absolute links may not work in clones of your repository - we recommend using relative links to refer to other files within your repository,0
ListsYou can make an unordered list by preceding one or more lines of text with - or *,0
"- George Washington- John Adams- Thomas JeffersonTo order your list, precede each line with a number",0
1,1
James Madison2,0
James Monroe3,0
John Quincy AdamsNested ListsYou can create a nested list by indenting one or more list items below another item,0
"To create a nested list using the web editor on GitHub or a text editor that uses a monospaced font, like Atom, you can align your list visually",0
"Type space characters in front of your nested list item, until the list marker character (- or *) lies directly below the first character of the text in the item above it",0
1,1
"First list item   - First nested list item     - Second nested list itemTo create a nested list in the comment editor on GitHub, which doesn't use a monospaced font, you can look at the list item immediately above the nested list and count the number of characters that appear before the content of the item",0
